hh_id,value,fragile_level
4224670774,"[-86.62772369384766, 33.27299499511719]",
5917496428,"[31.56061363220215, 81.19690704345703]",1.0
316997603,"[9.057313919067383, -40.05499267578125]",1.0
415928630,"[-32.380157470703125, 50.376304626464844]",2.0
7801183606,"[-1.175943374633789, 13.283049583435059]",1.0
1437588429,"[-35.988746643066406, -73.46459197998047]",2.0
1188237085,"[54.85429763793945, 3.7558910846710205]",1.0
6284486054,"[103.90201568603516, 25.677881240844727]",1.0
6305921086,"[82.66991424560547, 14.277862548828125]",2.0
5767078924,"[10.982573509216309, 21.36452865600586]",1.0
6661962546,"[-99.12993621826172, 24.062633514404297]",
3045666112,"[52.47323989868164, 17.69808578491211]",2.0
327864045,"[-0.1579064577817917, 72.98468017578125]",2.0
5847532981,"[-25.53803825378418, 68.15666198730469]",1.0
5404806471,"[23.75213623046875, -93.56326293945312]",1.0
8724947734,"[45.27687454223633, 47.85500717163086]",1.0
8847067310,"[19.733531951904297, 42.106842041015625]",2.0
8079047606,"[-65.77561950683594, 66.7306900024414]",2.0
2247734914,"[-79.70464324951172, 18.56077003479004]",
6963861582,"[-80.005615234375, 49.88209915161133]",
1166644841,"[18.82923698425293, 77.94315338134766]",2.0
7691973199,"[-26.418020248413086, 54.421913146972656]",2.0
2575909314,"[28.245208740234375, 10.986132621765137]",1.0
1920416095,"[18.1080265045166, 80.76282501220703]",2.0
267688693,"[68.70000457763672, 24.445215225219727]",2.0
4619223378,"[8.748645782470703, 18.109817504882812]",1.0
6560705545,"[8.755487442016602, 79.05410766601562]",2.0
39178398,"[-49.01224136352539, 57.206825256347656]",2.0
9898930613,"[-12.387245178222656, 43.444183349609375]",1.0
1146418123,"[73.86282348632812, -32.272884368896484]",2.0
6900162089,"[39.28297805786133, 23.654645919799805]",2.0
1322652824,"[-40.7277946472168, 75.8097152709961]",1.0
6160201957,"[50.25907516479492, 0.5528327822685242]",1.0
4007768940,"[14.079522132873535, -0.7900491952896118]",1.0
2526411053,"[35.1237907409668, 73.8580093383789]",1.0
5025825008,"[-26.10047721862793, 62.75089645385742]",2.0
9633926082,"[74.56305694580078, 35.31568145751953]",3.0
1073399627,"[-21.003690719604492, 40.710880279541016]",2.0
8398889299,"[-36.734031677246094, 83.49072265625]",1.0
7511859535,"[31.848073959350586, -79.84709167480469]",2.0
2295522398,"[55.428253173828125, 4.344383239746094]",1.0
8380222718,"[-0.5448331832885742, 59.44557571411133]",2.0
4825555342,"[3.7334508895874023, 26.785451889038086]",1.0
5163428078,"[78.45220184326172, -31.508310317993164]",2.0
5975062452,"[34.03000259399414, 21.048927307128906]",2.0
6923895152,"[-27.909658432006836, 65.23915100097656]",1.0
9279487218,"[29.08707618713379, 42.75441360473633]",2.0
9930145033,"[14.432032585144043, 54.83709716796875]",1.0
8437830011,"[6.0837554931640625, -100.22164154052734]",1.0
3479259437,"[-89.68719482421875, 35.661170959472656]",
1667543611,"[68.87557220458984, -33.83038330078125]",2.0
601484395,"[-24.811447143554688, 57.71852111816406]",2.0
2336293586,"[-90.0871353149414, 38.5901985168457]",
5051363648,"[-8.433088302612305, 35.48058319091797]",2.0
7643795249,"[-104.10957336425781, 13.91943073272705]",
5967258541,"[-87.11618041992188, 37.48948287963867]",
8106308793,"[-21.80266761779785, 66.88033294677734]",2.0
2755907724,"[41.33899688720703, 4.8333001136779785]",2.0
9058844621,"[-75.2458724975586, 49.74676513671875]",
7808175806,"[-9.360956192016602, 87.09978485107422]",1.0
6082277036,"[-52.164730072021484, 37.56659698486328]",1.0
2112409979,"[98.70148468017578, 21.145605087280273]",3.0
379170167,"[80.10501098632812, 47.277278900146484]",1.0
9420098752,"[-10.783137321472168, 15.758996963500977]",2.0
3086484355,"[-91.36811828613281, 39.028934478759766]",
7867924384,"[51.661617279052734, 7.311933994293213]",2.0
3272952642,"[-35.37998580932617, 37.406612396240234]",2.0
1680999357,"[-93.52129364013672, -27.627971649169922]",
1385314700,"[-0.22283367812633514, 32.96134567260742]",1.0
1264893059,"[28.570924758911133, 78.4612808227539]",2.0
5244790711,"[24.037145614624023, 37.402198791503906]",2.0
3564181643,"[-55.62961196899414, 35.25299835205078]",1.0
2262370332,"[29.743087768554688, 38.631874084472656]",2.0
4194638115,"[47.37059020996094, 56.35176086425781]",2.0
2689666527,"[11.78870964050293, -8.655694961547852]",1.0
7298739743,"[21.53850746154785, 28.080238342285156]",2.0
4234194126,"[-90.3381576538086, 39.87860107421875]",
3365447624,"[33.3592529296875, 51.84773635864258]",1.0
2382504876,"[-8.841958999633789, 92.80484771728516]",1.0
1015858431,"[3.1743032932281494, 81.49842834472656]",1.0
7781478981,"[5.666104316711426, 82.99601745605469]",1.0
1388650123,"[15.603569030761719, 72.15910339355469]",1.0
2649336296,"[18.572635650634766, 75.366943359375]",2.0
4862018438,"[6.697484970092773, -65.17366027832031]",2.0
1855500884,"[5.720423221588135, 33.8411979675293]",2.0
5222091989,"[21.629823684692383, 90.76168823242188]",2.0
2829406438,"[-3.2829132080078125, 72.98279571533203]",2.0
9485746168,"[10.72623062133789, 42.28519821166992]",2.0
5640653337,"[-11.463993072509766, 87.14388275146484]",2.0
5142306090,"[32.7850341796875, 28.172048568725586]",2.0
8980647298,"[22.594270706176758, -36.29826354980469]",2.0
5117922997,"[-86.49544525146484, 37.91968536376953]",
1700806103,"[-17.959383010864258, 49.837162017822266]",2.0
3902559920,"[59.55367660522461, 50.09254837036133]",2.0
1969976206,"[-83.29420471191406, 39.784690856933594]",
9452502121,"[16.28154754638672, 88.47705078125]",1.0
5149713473,"[9.15462589263916, -102.51619720458984]",2.0
6680798214,"[-2.7903213500976562, 19.77334213256836]",1.0
9567353607,"[17.781396865844727, 9.04338550567627]",1.0
3959789584,"[-80.04985046386719, -41.10884475708008]",
5559814380,"[-52.46027374267578, 74.51030731201172]",1.0
9736046414,"[7.037696361541748, 98.27755737304688]",2.0
5472715300,"[13.241787910461426, 98.79695129394531]",1.0
1931139103,"[-47.12553405761719, 45.237648010253906]",2.0
9966419776,"[31.67169952392578, -84.04769134521484]",2.0
5151589770,"[-10.468624114990234, 89.70555877685547]",2.0
3331412123,"[-77.42337799072266, 39.73046875]",
8580774798,"[-85.19483184814453, 41.93168640136719]",
3444216557,"[-38.68580627441406, 35.90250015258789]",2.0
5215404804,"[25.271284103393555, 36.31816864013672]",2.0
8836437577,"[-3.348524570465088, 89.9188232421875]",2.0
928119050,"[-57.37651824951172, 67.4007797241211]",2.0
9169587478,"[-43.639366149902344, 72.21804809570312]",1.0
1124822943,"[22.149324417114258, 81.30279541015625]",2.0
5566799549,"[52.545928955078125, 33.565406799316406]",2.0
3205044267,"[-97.5313491821289, 24.840559005737305]",
9653953976,"[54.21604537963867, -50.410831451416016]",2.0
2329853828,"[24.119075775146484, -31.70660400390625]",2.0
1196036475,"[44.77790451049805, -18.98983383178711]",2.0
5462305,"[2.460365056991577, 16.438623428344727]",1.0
2778489474,"[-62.77049255371094, -5.808621406555176]",2.0
2288604554,"[-6.98804235458374, 95.05379486083984]",1.0
9135413050,"[-5.683340549468994, -17.953824996948242]",2.0
5516020451,"[-56.164146423339844, 25.778759002685547]",
7081493651,"[24.875871658325195, 63.88936996459961]",2.0
6042689099,"[101.18687438964844, 14.14095687866211]",3.0
5550651147,"[68.63391876220703, 29.159116744995117]",3.0
8573567568,"[83.59174346923828, 24.288015365600586]",2.0
4315499495,"[42.56861877441406, -81.64558410644531]",2.0
9195873666,"[-36.90092086791992, 44.032958984375]",1.0
5868576297,"[32.70643997192383, -83.31006622314453]",2.0
1555702858,"[-55.64691162109375, 48.552650451660156]",2.0
9654117204,"[30.80147361755371, 76.93822479248047]",2.0
1175702835,"[71.11070251464844, 32.750083923339844]",2.0
5091856008,"[-2.000830888748169, 21.766401290893555]",2.0
9810567058,"[19.291149139404297, 58.87807846069336]",2.0
3549356140,"[-49.72747802734375, 51.82981872558594]",1.0
4643184424,"[74.03357696533203, 37.730224609375]",1.0
6820718475,"[-32.55569076538086, 68.83968353271484]",2.0
6964098089,"[-22.349651336669922, 74.77523040771484]",1.0
2446673220,"[-46.991065979003906, 38.154911041259766]",2.0
6845644412,"[-8.16658878326416, 94.79609680175781]",1.0
7647072629,"[-76.99964904785156, 19.94632911682129]",
8433265679,"[-3.4834225177764893, 29.51862144470215]",2.0
4025186508,"[3.657230854034424, -103.01599884033203]",1.0
4281230450,"[15.391312599182129, 12.971959114074707]",2.0
4732165240,"[-52.49396896362305, 75.29129028320312]",2.0
9184005229,"[89.85133361816406, 44.19200134277344]",1.0
1684947361,"[82.39334869384766, -29.279237747192383]",2.0
3092113677,"[28.60779571533203, -9.193159103393555]",2.0
1504780512,"[-77.09748077392578, 32.05087661743164]",
5096457734,"[21.336544036865234, -83.60631561279297]",2.0
2775625392,"[-34.66462707519531, 30.781391143798828]",2.0
158917118,"[-34.237823486328125, 24.273204803466797]",2.0
4988689144,"[80.69325256347656, 25.141727447509766]",2.0
4445910269,"[-76.09075164794922, 39.07275390625]",
3908588033,"[-87.02154541015625, 37.68781661987305]",
1299540366,"[25.447540283203125, 44.04100036621094]",2.0
3795763335,"[30.522289276123047, 40.01725769042969]",2.0
8205502081,"[-40.5963249206543, 68.69161224365234]",2.0
7306278560,"[54.6197395324707, 7.033812999725342]",2.0
9613626228,"[55.008975982666016, -49.67471694946289]",2.0
837040433,"[11.421595573425293, 77.77610778808594]",2.0
4702041431,"[-85.24034118652344, 33.72722625732422]",
3673019190,"[-6.573379039764404, 91.16106414794922]",1.0
5454257892,"[-59.31435012817383, 61.077171325683594]",1.0
6566680676,"[70.83362579345703, 11.510689735412598]",2.0
9838177791,"[-26.841869354248047, 43.17708206176758]",2.0
886557799,"[42.54816818237305, 52.21086502075195]",2.0
943350430,"[54.62141799926758, 32.20326614379883]",2.0
2326836792,"[56.58064270019531, -46.63800811767578]",2.0
6310931209,"[13.246310234069824, 97.03792572021484]",2.0
3823792929,"[-48.15979766845703, 64.92475891113281]",1.0
3634225625,"[17.9205379486084, 40.92724609375]",1.0
8311311364,"[-53.349369049072266, 39.87879180908203]",2.0
1357353065,"[-49.35330581665039, 55.11322021484375]",2.0
8896297273,"[5.948361396789551, 47.71966552734375]",2.0
6278657164,"[-50.052032470703125, 6.27700138092041]",1.0
7689603995,"[48.82188415527344, 51.57227325439453]",2.0
2478146364,"[-26.784643173217773, 53.419010162353516]",2.0
2803529587,"[25.737905502319336, 39.034934997558594]",2.0
9946683618,"[6.308018207550049, 27.2209415435791]",1.0
143783636,"[-12.012059211730957, 45.854366302490234]",1.0
7357853453,"[1.7656794786453247, 38.84373474121094]",2.0
4329896396,"[-47.41324234008789, 60.54746627807617]",2.0
6803135106,"[-25.84602165222168, 27.748943328857422]",1.0
5020211070,"[23.953142166137695, 32.27642059326172]",2.0
2266073046,"[-10.47534465789795, 92.56863403320312]",2.0
204868705,"[-40.49879455566406, 6.742201328277588]",1.0
1152555652,"[6.167965888977051, 95.60485076904297]",2.0
7104227095,"[-90.06082916259766, 41.25454330444336]",
3012164871,"[-12.357230186462402, 35.456756591796875]",2.0
3281775898,"[21.421489715576172, 67.2517318725586]",2.0
6222618207,"[7.194841384887695, 43.26765823364258]",2.0
2544919968,"[88.2440185546875, 19.542724609375]",3.0
3882467091,"[95.08800506591797, 30.025495529174805]",2.0
3249577851,"[21.87435531616211, -99.68839263916016]",2.0
5684713537,"[38.4699592590332, -92.34657287597656]",1.0
3127340215,"[4.9952545166015625, 75.72789764404297]",1.0
4268393169,"[50.329505920410156, -44.950565338134766]",2.0
6920805515,"[-57.69339370727539, 54.815948486328125]",1.0
4906021670,"[-81.67650604248047, 47.338470458984375]",
1496060402,"[18.625391006469727, 40.616981506347656]",2.0
9099056592,"[-51.54066467285156, 72.86919403076172]",1.0
2187560738,"[7.737864017486572, 39.35136032104492]",2.0
4462624796,"[-74.25428009033203, 40.50674819946289]",
4281747695,"[87.13675689697266, 11.633719444274902]",3.0
7974196323,"[-58.620365142822266, 66.40229797363281]",2.0
8397796597,"[-51.75929260253906, 40.88715744018555]",1.0
2640076295,"[-10.335245132446289, 8.258675575256348]",2.0
2530395633,"[25.964563369750977, 44.107112884521484]",2.0
222520715,"[-1.4166566133499146, 64.571044921875]",1.0
9379366636,"[-56.515838623046875, 70.72830963134766]",1.0
3551884931,"[11.6533203125, 41.71134567260742]",2.0
1066000023,"[-49.938133239746094, 36.302059173583984]",2.0
9925058804,"[25.705495834350586, 42.944766998291016]",2.0
7629227179,"[5.098536968231201, -0.754675030708313]",2.0
6781532209,"[54.33102798461914, 28.218400955200195]",2.0
6763980515,"[55.968936920166016, 14.711569786071777]",2.0
4157302508,"[-20.4877872467041, 29.38661003112793]",2.0
7657988486,"[-12.564986228942871, 57.20085525512695]",2.0
5225531162,"[15.803825378417969, -84.03733825683594]",2.0
3378593892,"[89.8731918334961, 15.731338500976562]",2.0
6831379837,"[-14.59534740447998, 8.885797500610352]",1.0
7717643210,"[60.61128234863281, 34.29191970825195]",1.0
3204576846,"[-7.060718536376953, 91.12861633300781]",1.0
3830950948,"[64.25077056884766, 46.91868209838867]",2.0
828490496,"[-10.323777198791504, 15.219465255737305]",1.0
92134677,"[51.778709411621094, 55.7285270690918]",2.0
6900512911,"[0.34167689085006714, -6.888204574584961]",2.0
4826714723,"[-28.21685218811035, 37.281978607177734]",2.0
5616632957,"[-11.725275039672852, 91.3704833984375]",1.0
6180508835,"[-47.418453216552734, 51.33177185058594]",2.0
6215997625,"[53.061195373535156, 56.66815948486328]",1.0
4445834086,"[8.276708602905273, 31.409698486328125]",2.0
7469890178,"[70.06950378417969, 46.42552185058594]",2.0
8350409854,"[28.89745330810547, 55.55500411987305]",2.0
8385669837,"[18.882566452026367, 30.53815460205078]",2.0
6126991224,"[6.315728664398193, 91.74954223632812]",2.0
9787927272,"[-53.954715728759766, 30.386600494384766]",
8264438554,"[8.743206977844238, 93.58036041259766]",2.0
6151280698,"[-48.34359359741211, 78.01073455810547]",2.0
3196841904,"[11.21269702911377, 90.27947235107422]",1.0
159056172,"[22.007461547851562, 40.29507064819336]",2.0
2275016509,"[23.18256378173828, 94.40841674804688]",2.0
4649232623,"[42.682411193847656, 41.31624221801758]",2.0
4408941284,"[11.444533348083496, -73.41248321533203]",2.0
3519377318,"[-19.309701919555664, 25.755674362182617]",2.0
2503151054,"[41.07025146484375, 68.3328628540039]",2.0
7233276342,"[28.52669906616211, 47.277164459228516]",2.0
4941371963,"[25.938358306884766, 80.95787048339844]",2.0
1414765586,"[-12.949923515319824, 92.25576782226562]",2.0
1983980728,"[29.166427612304688, 87.86653137207031]",1.0
9956780876,"[65.38814544677734, -49.52273941040039]",2.0
8301815489,"[41.43684005737305, -83.17127990722656]",2.0
7244196451,"[-4.898438453674316, 40.7558479309082]",2.0
6193103740,"[23.54542350769043, 86.44721221923828]",2.0
7304385656,"[45.871585845947266, -7.249393939971924]",1.0
2750016971,"[7.902866840362549, 98.5679702758789]",1.0
4741710890,"[64.9095458984375, 46.733280181884766]",2.0
7963016744,"[88.18290710449219, 58.695831298828125]",2.0
6224905030,"[-64.43566131591797, 64.49149322509766]",2.0
4099299740,"[-17.635677337646484, 13.267374992370605]",1.0
3531914997,"[44.82148361206055, 26.019309997558594]",1.0
907330284,"[18.379714965820312, 94.56656646728516]",2.0
8762083917,"[26.254819869995117, -8.472362518310547]",1.0
1772704575,"[-9.973311424255371, 48.375083923339844]",2.0
9618348510,"[30.267932891845703, 33.90674591064453]",2.0
684519639,"[12.227754592895508, 36.10628890991211]",2.0
3872295897,"[8.148386001586914, 42.26886749267578]",2.0
1338748714,"[-51.574851989746094, 76.44661712646484]",1.0
3864638945,"[-35.03782653808594, 78.82791900634766]",1.0
3668555050,"[-94.681396484375, -27.80829620361328]",
5712116654,"[-6.254734039306641, 77.23081970214844]",1.0
1155978455,"[42.56350326538086, 7.3712334632873535]",2.0
6528634462,"[79.21052551269531, 20.005321502685547]",3.0
8763893204,"[-1.0118621587753296, 84.39241027832031]",2.0
7895027476,"[-62.19818115234375, -54.59920883178711]",
2889172851,"[24.639005661010742, -57.01420593261719]",2.0
2315005083,"[-19.844615936279297, 63.306907653808594]",2.0
6340683694,"[-3.467641830444336, 71.92295837402344]",1.0
1768478808,"[48.17580032348633, 28.439373016357422]",2.0
4419323301,"[11.674886703491211, 96.20218658447266]",1.0
3672612365,"[1.8582262992858887, 98.67169952392578]",2.0
1508595802,"[45.998199462890625, 65.52952575683594]",2.0
3630011402,"[56.791873931884766, 50.68409729003906]",1.0
5932219823,"[-12.386664390563965, 44.1783447265625]",1.0
5617707547,"[-27.955490112304688, 66.78583526611328]",2.0
8357136448,"[-18.442214965820312, 86.70365142822266]",1.0
6010331710,"[52.7331428527832, 52.53107452392578]",1.0
3408975300,"[18.512340545654297, 59.76195526123047]",1.0
1597430324,"[2.2883360385894775, -98.91850280761719]",1.0
1343289800,"[-84.48111724853516, 40.416908264160156]",
2852974730,"[-65.16415405273438, 60.74087142944336]",1.0
6671597008,"[-50.93382263183594, 74.27484130859375]",2.0
8955567289,"[39.146728515625, 57.97781753540039]",1.0
1512333941,"[38.96699142456055, 79.83169555664062]",2.0
866067514,"[65.4350814819336, 52.106563568115234]",2.0
6024832413,"[44.14472579956055, 70.67945861816406]",2.0
7612299568,"[84.75460815429688, 23.512094497680664]",3.0
903960333,"[19.901973724365234, 41.59274673461914]",2.0
4093677157,"[11.63343334197998, 34.6591796875]",2.0
4254122524,"[-85.17915344238281, 47.701080322265625]",
9329563781,"[-80.33071899414062, 41.50270080566406]",
1087480364,"[-9.069109916687012, 25.150842666625977]",1.0
7294307497,"[6.685661792755127, 97.53014373779297]",1.0
1382137102,"[30.968969345092773, -81.63736724853516]",2.0
6057759,"[30.954130172729492, 37.012577056884766]",2.0
7792044494,"[56.997825622558594, 34.950096130371094]",1.0
3010684179,"[-22.78154182434082, 45.017616271972656]",2.0
4646235909,"[4.919129848480225, 0.14042648673057556]",2.0
1337852137,"[14.481064796447754, 94.16783142089844]",2.0
7457727528,"[-64.38007354736328, 40.43290328979492]",1.0
6113829933,"[9.713072776794434, 45.8599739074707]",2.0
1953173238,"[-32.40507888793945, 76.88491821289062]",2.0
8350730257,"[30.57086181640625, -106.97057342529297]",1.0
7154348769,"[10.122265815734863, 44.80781555175781]",2.0
5649999182,"[84.32361602783203, 22.3278751373291]",3.0
4883060827,"[-35.08628845214844, -23.50543975830078]",1.0
6676060944,"[102.59514617919922, 33.72995376586914]",1.0
3302596777,"[-80.25906372070312, 49.798561096191406]",
6389141625,"[-38.0716552734375, -58.27638244628906]",
4385595543,"[40.715301513671875, -19.826416015625]",1.0
8306715866,"[50.14295196533203, 40.72919845581055]",1.0
2685866289,"[-49.5728759765625, 8.26031494140625]",2.0
478111721,"[-1.3536990880966187, 73.78450012207031]",1.0
7957794774,"[-16.464534759521484, 60.82992172241211]",2.0
3663076676,"[18.7081298828125, -108.5494613647461]",2.0
7553800381,"[-10.007150650024414, 15.4657621383667]",2.0
6915695740,"[32.985206604003906, 27.6359806060791]",2.0
4728063159,"[-0.033903878182172775, 96.09077453613281]",2.0
6422996831,"[22.381593704223633, 92.75520324707031]",1.0
9707991802,"[-34.58252716064453, 43.186771392822266]",2.0
528840598,"[-45.30306625366211, 41.636505126953125]",2.0
6663246453,"[18.002309799194336, 81.03343963623047]",2.0
6809413428,"[-97.3398666381836, 17.357275009155273]",
3264116402,"[-38.14594650268555, 54.52767562866211]",1.0
9983453423,"[94.31338500976562, 28.865907669067383]",2.0
5551378597,"[-39.175697326660156, 45.77876663208008]",2.0
5762952648,"[35.573768615722656, 11.774191856384277]",1.0
6448222940,"[-12.364526748657227, 41.41397476196289]",1.0
6872065879,"[49.76592254638672, -55.99485397338867]",2.0
1034345367,"[-85.07456970214844, 48.4770393371582]",
3196873340,"[48.457603454589844, -94.33638000488281]",1.0
4314759046,"[3.1898844242095947, 45.490657806396484]",1.0
6888556111,"[32.1529655456543, 51.951377868652344]",2.0
6296684503,"[-68.92564392089844, 48.07444381713867]",2.0
4454002900,"[10.318164825439453, 39.44190216064453]",2.0
2456925415,"[33.273956298828125, 24.85898208618164]",2.0
2450416251,"[-4.691905975341797, 82.0150146484375]",2.0
7029584589,"[-58.324031829833984, 63.928592681884766]",2.0
7231373407,"[-12.494684219360352, 36.48775100708008]",2.0
8338814422,"[-33.488006591796875, 80.99397277832031]",1.0
7451269888,"[-2.84899640083313, 81.89464569091797]",1.0
3285538073,"[66.29642486572266, 40.69335174560547]",2.0
2965717434,"[-28.591537475585938, 60.511436462402344]",2.0
6684510790,"[29.07596778869629, 38.09901809692383]",2.0
1653549788,"[-19.233844757080078, 51.72117614746094]",2.0
1939059531,"[-2.4682843685150146, -96.92049407958984]",
541937634,"[-43.721832275390625, 28.73293685913086]",2.0
8281677616,"[35.95370101928711, 40.03450012207031]",2.0
1906454030,"[-55.315975189208984, 59.04408264160156]",1.0
6000466269,"[2.314877986907959, 75.25638580322266]",1.0
6039901114,"[32.40678024291992, 14.104954719543457]",1.0
9189245712,"[23.519718170166016, 73.82939147949219]",1.0
7160524441,"[9.226725578308105, 21.157119750976562]",1.0
6432573874,"[-17.05059242248535, -5.981033802032471]",1.0
2665392736,"[-58.895240783691406, 72.16880798339844]",2.0
498495406,"[-58.77592468261719, 62.98556137084961]",1.0
4361688330,"[59.306339263916016, 57.70991897583008]",2.0
6376745278,"[-95.91557312011719, 22.00844383239746]",
737709002,"[13.465949058532715, -100.82637023925781]",1.0
3811789362,"[-62.40904235839844, 64.22985076904297]",2.0
1872684751,"[10.101492881774902, 79.31977844238281]",1.0
1617854704,"[-35.7734375, 45.11972427368164]",2.0
2734711104,"[39.757774353027344, 16.687278747558594]",1.0
8220791405,"[32.293182373046875, -86.76933288574219]",2.0
987233915,"[-45.04249572753906, -11.7971830368042]",1.0
963888068,"[58.78388595581055, 56.02054977416992]",1.0
1125809484,"[45.2502555847168, 40.42055892944336]",2.0
8961381754,"[39.84978485107422, -81.76786041259766]",2.0
707559401,"[-75.38672637939453, 32.416011810302734]",
6001786594,"[58.96375274658203, -38.11761474609375]",2.0
1892984658,"[-0.012062578462064266, -49.86674499511719]",2.0
5932423079,"[-26.840370178222656, 42.128238677978516]",2.0
8660669856,"[-29.699148178100586, 69.25037384033203]",2.0
4632809233,"[-49.280582427978516, 76.09391021728516]",1.0
417526161,"[-8.147093772888184, 68.0223617553711]",2.0
8957773553,"[-22.66433334350586, 59.82136535644531]",1.0
4341191457,"[-36.62765121459961, -33.36903762817383]",2.0
5224148630,"[48.169761657714844, 57.046852111816406]",2.0
4966720828,"[50.08987045288086, 16.75383186340332]",2.0
9521294344,"[-85.08526611328125, 43.235618591308594]",
3206719622,"[-3.0767300128936768, -97.0932388305664]",
1650448858,"[-41.83515930175781, 35.72812271118164]",2.0
4881508276,"[-29.725563049316406, 75.99333190917969]",1.0
6799069368,"[7.7636213302612305, 62.45658874511719]",1.0
3158207583,"[71.51923370361328, -10.32791805267334]",2.0
9892993059,"[33.7724609375, 69.62857055664062]",2.0
7222717491,"[-3.06538462638855, 74.54814910888672]",1.0
9350826567,"[81.9970474243164, 25.037887573242188]",2.0
6681611641,"[75.23954010009766, -33.237789154052734]",2.0
1860909046,"[36.53846740722656, 68.26727294921875]",2.0
8028786469,"[20.027921676635742, 65.66819763183594]",2.0
9292834991,"[21.579641342163086, 39.825782775878906]",2.0
7058971327,"[-35.6561164855957, 43.24465560913086]",1.0
3900499763,"[-16.298622131347656, 75.81676483154297]",1.0
6690026620,"[40.3299560546875, 0.2620019316673279]",1.0
8342775301,"[-15.450704574584961, 86.72396850585938]",1.0
7281429568,"[-4.893457412719727, 62.217620849609375]",2.0
537688642,"[-37.99031448364258, -63.687740325927734]",
9795045780,"[14.20032024383545, 69.54039764404297]",1.0
5058205879,"[-0.17912757396697998, -6.790821552276611]",2.0
3098366020,"[67.05176544189453, -26.08207130432129]",2.0
9818125514,"[43.38192367553711, 38.576805114746094]",2.0
9709976416,"[-70.44795227050781, 12.487802505493164]",
7134851540,"[42.44670104980469, 75.3088607788086]",2.0
6944869234,"[16.571550369262695, 65.31268310546875]",2.0
1983599830,"[25.29788589477539, -88.00788879394531]",1.0
6845463683,"[89.41663360595703, 52.3038330078125]",2.0
7570859574,"[-43.628543853759766, 67.49309539794922]",2.0
4977745964,"[38.33970260620117, 4.207008361816406]",1.0
8230798220,"[-45.847381591796875, 66.65819549560547]",2.0
8248330517,"[12.329270362854004, 24.379947662353516]",1.0
2814636254,"[-49.00244903564453, 47.833465576171875]",2.0
6311367657,"[-75.4084243774414, 40.06669616699219]",
9317546019,"[-5.110808849334717, -0.5473917722702026]",2.0
7802794109,"[101.30426025390625, 13.855324745178223]",3.0
8627447883,"[-9.93575668334961, 10.115137100219727]",1.0
3363999843,"[-60.294307708740234, 61.509910583496094]",2.0
9550262220,"[-89.55278015136719, 37.59343338012695]",
7689403056,"[-34.458213806152344, 76.60133361816406]",2.0
7899093310,"[27.409469604492188, 43.22754669189453]",2.0
3376601565,"[-80.90531158447266, 42.225677490234375]",
702777405,"[-39.21189880371094, 7.97868013381958]",1.0
4431823748,"[57.01369857788086, 53.628150939941406]",1.0
505078715,"[-2.9913558959960938, 49.79020309448242]",2.0
2079033057,"[-48.783103942871094, 6.973633289337158]",1.0
6570746566,"[-80.3122787475586, 47.14279556274414]",
5173868354,"[-6.520522117614746, 54.71528625488281]",1.0
9109130161,"[27.2487735748291, -31.493677139282227]",2.0
5451260433,"[19.64175033569336, 76.86524200439453]",2.0
6690829534,"[35.99189376831055, 41.11094665527344]",2.0
2973921526,"[11.265222549438477, 50.57185363769531]",2.0
4303064018,"[47.871158599853516, -87.23787689208984]",2.0
8720208067,"[-85.94646453857422, 36.837364196777344]",
4239837621,"[35.60050582885742, 43.29110336303711]",2.0
7148481169,"[-2.0353219509124756, 8.469301223754883]",2.0
3437696474,"[-7.216059684753418, 95.30215454101562]",1.0
4320184387,"[-24.68648910522461, 83.46339416503906]",2.0
3748887251,"[45.12271499633789, 46.91041564941406]",2.0
5895552380,"[19.961650848388672, 41.189273834228516]",1.0
7572969677,"[-42.60436248779297, 71.30148315429688]",2.0
7627183838,"[-90.1107406616211, 40.29054641723633]",
7291638592,"[-8.32766056060791, 95.92538452148438]",1.0
9421597269,"[-11.034672737121582, 81.78121948242188]",1.0
3932207303,"[-91.73285675048828, 4.424574375152588]",
2843958877,"[69.5513687133789, 39.02016067504883]",2.0
4738766605,"[38.22410583496094, 51.600120544433594]",1.0
5360258272,"[9.821009635925293, 40.747676849365234]",2.0
8821668639,"[39.95028305053711, 16.398914337158203]",1.0
3559188804,"[-39.045841217041016, 80.54334259033203]",1.0
8461626581,"[52.9213752746582, 33.77287673950195]",2.0
6545524408,"[-17.235719680786133, 81.7012939453125]",1.0
4441894438,"[48.566410064697266, 52.60561752319336]",2.0
7025945465,"[18.51679801940918, 43.10169219970703]",2.0
3064109725,"[-78.35157775878906, 45.25322341918945]",
8144634784,"[30.732362747192383, 33.287635803222656]",2.0
8337741201,"[24.941028594970703, 68.60506439208984]",1.0
5772251909,"[-29.210153579711914, 4.835912704467773]",2.0
2170464982,"[9.231098175048828, 48.4864616394043]",2.0
5560859227,"[28.202770233154297, 30.208158493041992]",2.0
5923436696,"[-10.682940483093262, 89.03559875488281]",1.0
7315638399,"[-4.834273815155029, -3.9031999111175537]",1.0
3259122228,"[2.3346214294433594, 39.63901901245117]",2.0
8656526900,"[100.35075378417969, 19.284517288208008]",3.0
5209098490,"[6.325372219085693, -61.917259216308594]",2.0
5893145932,"[-78.5170669555664, 38.77135467529297]",
4540243557,"[2.7152771949768066, 28.106584548950195]",2.0
8395593092,"[-11.627622604370117, 39.601165771484375]",2.0
